qid,docid,layer,component,direction,control_score,attack_score,patched_score,effect
207786,4393132,0,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.162847518920898,0.2216987699753431
207786,4393132,0,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.53790283203125,1.1248671541646178
207786,4393132,0,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.162847518920898,0.2216987699753431
207786,4393132,0,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.53790283203125,1.1248671541646178
207786,4393132,1,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.192098617553711,0.19466959940922157
207786,4393132,1,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.577739715576172,1.1616780081320157
207786,4393132,1,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.192098617553711,0.19466959940922157
207786,4393132,1,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.577739715576172,1.1616780081320157
207786,4393132,2,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.213857650756836,0.17456339323953493
207786,4393132,2,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.730356216430664,1.3027016833307778
207786,4393132,2,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.213857650756836,0.17456339323953493
207786,4393132,2,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.730356216430664,1.3027016833307778
207786,4393132,3,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.115676879882812,0.26528630370452616
207786,4393132,3,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.619836807250977,1.200577383690497
207786,4393132,3,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.115676879882812,0.26528630370452616
207786,4393132,3,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.619836807250977,1.200577383690497
207786,4393132,4,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.079632759094238,0.2985924950695028
207786,4393132,4,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.479040145874023,1.070475707057088
207786,4393132,4,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.079632759094238,0.2985924950695028
207786,4393132,4,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.479040145874023,1.070475707057088
207786,4393132,5,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.133447647094727,0.24886541284872582
207786,4393132,5,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.312728881835938,0.9167975297283865
207786,4393132,5,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.133447647094727,0.24886541284872582
207786,4393132,5,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.312728881835938,0.9167975297283865
207786,4393132,6,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.029373168945312,0.34503434163983315
207786,4393132,6,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.23841381072998,0.8481274685532098
207786,4393132,6,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.029373168945312,0.34503434163983315
207786,4393132,6,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.23841381072998,0.8481274685532098
207786,4393132,7,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-8.826360702514648,0.5326258796905816
207786,4393132,7,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.267511367797852,0.8750147606483758
207786,4393132,7,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-8.826360702514648,0.5326258796905816
207786,4393132,7,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.267511367797852,0.8750147606483758
207786,4393132,8,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-8.547359466552734,0.790434042373195
207786,4393132,8,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.309154510498047,0.9134946694231627
207786,4393132,8,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-8.547359466552734,0.790434042373195
207786,4393132,8,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.309154510498047,0.9134946694231627
207786,4393132,9,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-8.154939651489258,1.1530454522222047
207786,4393132,9,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.333466529846191,0.9359599356347608
207786,4393132,9,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-8.154939651489258,1.1530454522222047
207786,4393132,9,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.333466529846191,0.9359599356347608
207786,4393132,10,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-8.271738052368164,1.0451191162293108
207786,4393132,10,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.318117141723633,0.92177649470291
207786,4393132,10,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-8.271738052368164,1.0451191162293108
207786,4393132,10,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.318117141723633,0.92177649470291
207786,4393132,11,encoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-8.324565887451172,0.9963041098932475
207786,4393132,11,encoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-9.39362907409668,0.9915525029653481
207786,4393132,11,encoder_mlp,forward,-9.40277099609375,-8.320566177368164,-8.324565887451172,0.9963041098932475
207786,4393132,11,encoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-9.39362907409668,0.9915525029653481
207786,4393132,0,decoder_self_attn,forward,-9.40277099609375,-8.320566177368164,-9.40277099609375,0.0
207786,4393132,0,decoder_self_attn,reverse,-9.40277099609375,-8.320566177368164,-8.320566177368164,0.0
207786,4393132,0,decoder_cross_attn,forward,-9.40277099609375,-8.320566177368164,-9.405561447143555,-0.0025784869938860074
207786,4393132,0,decoder_cross_attn,reverse,-9.40277099609375,-8.320566177368164,-8.317852973937988,-0.0025071071420388552
207786,4393132,0,decoder_mlp,forward,-9.40277099609375,-8.320566177368164,-9.405561447143555,-0.0025784869938860074
207786,4393132,0,decoder_mlp,reverse,-9.40277099609375,-8.320566177368164,-8.317852973937988,-0.0025071071420388552
