qid,docid,layer,component,direction,control_score,attack_score,patched_score,effect
47923,4669069,0,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.652976989746094,0.04532082822847193
47923,4669069,0,encoder_self_attn,reverse,-7.828519821166992,-3.9551830291748047,-7.782285690307617,0.9880634880615183
47923,4669069,0,encoder_mlp,forward,-7.828519821166992,-3.9551830291748047,-7.652976989746094,0.04532082822847193
47923,4669069,0,encoder_mlp,reverse,-7.828519821166992,-3.9551830291748047,-7.782285690307617,0.9880634880615183
47923,4669069,1,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.489267349243164,0.08758661850041168
47923,4669069,1,encoder_self_attn,reverse,-7.828519821166992,-3.9551830291748047,-8.30807113647461,1.1238083185275938
47923,4669069,1,encoder_mlp,forward,-7.828519821166992,-3.9551830291748047,-7.489267349243164,0.08758661850041168
47923,4669069,1,encoder_mlp,reverse,-7.828519821166992,-3.9551830291748047,-8.30807113647461,1.1238083185275938
47923,4669069,2,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.423123359680176,0.10466336475695608
47923,4669069,2,encoder_self_attn,reverse,-7.828519821166992,-3.9551830291748047,-7.915963172912598,1.0225757160922302
47923,4669069,2,encoder_mlp,forward,-7.828519821166992,-3.9551830291748047,-7.423123359680176,0.10466336475695608
47923,4669069,2,encoder_mlp,reverse,-7.828519821166992,-3.9551830291748047,-7.915963172912598,1.0225757160922302
47923,4669069,3,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.4234514236450195,0.10457866673495034
47923,4669069,3,encoder_self_attn,reverse,-7.828519821166992,-3.9551830291748047,-7.92225456237793,1.0241999976363343
47923,4669069,3,encoder_mlp,forward,-7.828519821166992,-3.9551830291748047,-7.4234514236450195,0.10457866673495034
47923,4669069,3,encoder_mlp,reverse,-7.828519821166992,-3.9551830291748047,-7.92225456237793,1.0241999976363343
47923,4669069,4,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.509002685546875,0.08249144156033454
47923,4669069,4,encoder_self_attn,reverse,-7.828519821166992,-3.9551830291748047,-7.827347755432129,0.9996974015434738
47923,4669069,4,encoder_mlp,forward,-7.828519821166992,-3.9551830291748047,-7.509002685546875,0.08249144156033454
47923,4669069,4,encoder_mlp,reverse,-7.828519821166992,-3.9551830291748047,-7.827347755432129,0.9996974015434738
47923,4669069,5,encoder_self_attn,forward,-7.828519821166992,-3.9551830291748047,-7.212831497192383,0.15895553550816843
