attack_name,token,position,repetitions,n_pairs_loaded,n_scored,n_align_failed,n_selected,mean_attack_delta,median_attack_delta,max_attack_delta,top_layer,top_component,top_combined_effect,late_encoder_mean,late_decoder_self_attn_mean,late_decoder_cross_attn_mean,late_decoder_mlp_mean
bar_start_3,bar,start,3,500,500,0,169,-0.1163844228386879,-0.05352735519409175,3.35525131225586,10,encoder_mlp,1.0441707038698744,0.9643474810509344,0.5365970124460402,0.6979632732817832,0.6979632732817832
bar_start_4,bar,start,4,500,500,0,182,-0.10443193626403809,-0.04678535461425775,3.873336791992188,11,decoder_cross_attn,1.0,0.9078551200752059,0.5277741391446665,0.6916126145836972,0.6916126145836972
bar_start_5,bar,start,5,500,500,0,200,-0.07414783406257629,-0.0355458259582519,3.92284107208252,11,decoder_cross_attn,1.0,0.863739993245315,0.5262735284211071,0.6928049172076327,0.6928049172076327
false_end_1,false,end,1,500,500,0,189,-0.05080961012840271,-0.01964664459228515,0.2333240509033203,11,decoder_cross_attn,1.0,0.6044887629930683,0.5047026658140757,0.6826371514088754,0.6826371514088754
false_end_2,false,end,2,500,500,0,183,-0.05592904078960419,-0.02146339416503905,0.3801288604736328,11,decoder_cross_attn,1.0,0.3284129865421278,0.4446449616666668,0.6387012427399876,0.6387012427399876
false_end_3,false,end,3,500,500,0,161,-0.07505949360132216,-0.0324187278747558,0.4520187377929687,11,decoder_cross_attn,1.0,0.2420991900826393,0.42942530984103533,0.6273577917962335,0.6273577917962335
false_end_4,false,end,4,500,500,0,167,-0.07773570489883423,-0.032687067985534654,0.5272140502929688,11,decoder_cross_attn,1.0,0.2345314071222087,0.47170076932659,0.6528186640580623,0.6528186640580623
false_end_5,false,end,5,500,500,0,180,-0.07426252621412277,-0.031763553619384696,0.5642156600952148,11,decoder_cross_attn,1.0,0.25016711614689685,0.5334193358982449,0.6965040936422279,0.6965040936422279
false_random_1,false,random,1,500,500,0,178,-0.05947360157966613,-0.0188961029052734,0.4549064636230469,11,decoder_cross_attn,1.0,0.721760409147961,0.5154691029405363,0.6767890288465532,0.6767890288465532
false_random_2,false,random,2,500,500,0,171,-0.11073827356100083,-0.036351203918457003,1.1228618621826172,11,decoder_cross_attn,1.0,0.9255099223811649,0.5117194694698582,0.6788454902990932,0.6788454902990932
false_random_3,false,random,3,500,500,0,136,-0.1705336719751358,-0.0686244964599609,0.95501708984375,7,encoder_mlp,1.0157750396473932,0.9339029764124391,0.5200394201710942,0.6829981196534192,0.6829981196534192
false_random_4,false,random,4,500,496,4,148,-0.20956179511643225,-0.09672021865844721,2.8806371688842773,11,decoder_cross_attn,1.0,0.9495999766536676,0.5198523759210582,0.6752538669881192,0.6752538669881192
false_random_5,false,random,5,500,497,3,136,-0.286408139066677,-0.1117153167724609,0.8403949737548828,11,decoder_cross_attn,1.0,0.8708801468527116,0.4959488922208658,0.6658923174658047,0.6658923174658047
false_start_1,false,start,1,500,500,0,193,-0.15066351169347764,-0.03723335266113275,1.082204818725586,9,encoder_mlp,1.0930004267050846,0.9941648373730168,0.5023804154847136,0.6752182155685943,0.6752182155685943
false_start_2,false,start,2,500,500,0,191,-0.14719016629457474,-0.0399503707885742,1.2151517868041992,9,encoder_mlp,1.1224165716112584,1.0192018901811846,0.49921537419915196,0.6654219030488897,0.6654219030488897
false_start_3,false,start,3,500,500,0,194,-0.1255129423737526,-0.03299951553344725,1.7121925354003906,11,decoder_cross_attn,1.0,0.926217792308424,0.479393293301878,0.650002254163442,0.650002254163442
false_start_4,false,start,4,500,500,0,200,-0.08449635684490203,-0.0162868499755859,2.060400009155273,11,decoder_cross_attn,1.0,0.9732347216524944,0.4940318752755205,0.6587907705891201,0.6587907705891201
false_start_5,false,start,5,500,500,0,200,-0.03910473358631134,0.0065674781799316,2.3155946731567383,10,encoder_mlp,1.0284431577041333,0.9904600085864516,0.4837584179921204,0.6501910071647335,0.6501910071647335
important_end_1,important,end,1,500,500,0,200,-0.014225205004215234,-0.00402736663818355,0.1965205669403076,11,decoder_cross_attn,1.0,0.4681788486844143,0.42219954536311327,0.6195549705501892,0.6195549705501892
important_end_2,important,end,2,500,500,0,200,-0.019011207342147826,-0.0061306953430175,0.3241596221923828,11,decoder_cross_attn,1.0,0.37952549171697125,0.4222210100873339,0.6187267594081194,0.6187267594081194
important_end_3,important,end,3,500,500,0,200,-0.028358206927776332,-0.00964260101318355,0.6309242248535156,11,decoder_cross_attn,1.0,0.387725165906857,0.33067652337080566,0.5506508284706723,0.5506508284706723
important_end_4,important,end,4,500,500,0,200,-0.027330142617225644,-0.0074362754821777,0.975031852722168,11,encoder_mlp,1.0484992272328393,0.4497315108702342,0.3549544583286429,0.569353268278876,0.569353268278876
important_end_5,important,end,5,500,500,0,200,-0.022547021090984345,-0.00298690795898435,1.1234121322631836,11,encoder_mlp,1.060573429160754,0.44833764665751547,0.36517558865677435,0.5750077190000791,0.5750077190000791
important_random_1,important,random,1,500,500,0,149,-0.043869630873203266,-0.020832538604736252,0.3483409881591797,10,encoder_mlp,1.045390598249594,0.9984135146839024,0.47341459764247623,0.6426483810001957,0.6426483810001957
important_random_2,important,random,2,500,500,0,148,-0.07540913081169129,-0.0381345748901367,0.6831388473510742,11,decoder_cross_attn,1.0,0.8787852393481282,0.5014795576902844,0.6670905550622388,0.6670905550622388
important_random_3,important,random,3,500,500,0,117,-0.15359969568252563,-0.0614857673645019,1.3386735916137695,10,encoder_mlp,1.0230631945492588,0.9247723537747363,0.497157529684186,0.6623990098919605,0.6623990098919605
important_random_4,important,random,4,500,499,1,137,-0.1874856328916454,-0.0665740966796875,1.5320520401000977,11,decoder_cross_attn,1.0,0.9080341209081657,0.48934456842963625,0.6574354287531918,0.6574354287531918
important_random_5,important,random,5,500,496,4,132,-0.21969630449048935,-0.09191513061523435,1.881478309631348,10,encoder_mlp,1.043180915002515,0.9221215915338918,0.47448764584284625,0.6384919639097919,0.6384919639097919
important_start_1,important,start,1,500,500,0,120,-0.12250745165348052,-0.059536933898925753,1.1872310638427734,9,encoder_mlp,1.0981883971290278,0.9866730575166173,0.39806724827727813,0.5757181391378856,0.5757181391378856
important_start_2,important,start,2,500,500,0,80,-0.14840607583522797,-0.09659242630004874,2.8089427947998047,11,decoder_cross_attn,1.0,0.8440124625212346,0.399744700096383,0.5788569861664161,0.5788569861664161
important_start_3,important,start,3,500,500,0,94,-0.16366969019174576,-0.09655237197875975,3.545614242553711,11,decoder_cross_attn,1.0,0.8102478002160869,0.42373432541038347,0.6058159456009184,0.6058159456009184
important_start_4,important,start,4,500,500,0,142,-0.11860611832141876,-0.0669150352478027,3.402888298034668,11,decoder_cross_attn,1.0,0.8376726167280272,0.41317083476711436,0.601021686755941,0.601021686755941
important_start_5,important,start,5,500,500,0,193,-0.07145402193069458,-0.03944349288940425,3.2067251205444336,10,encoder_mlp,1.009459573939035,0.9170384192338913,0.4686128499673733,0.6462700758590832,0.6462700758590832
information_end_1,information,end,1,500,500,0,200,0.006681215286254877,0.009554862976074201,0.7177543640136719,11,decoder_cross_attn,1.0,0.383172947836746,0.59538630767755,0.731424169998875,0.731424169998875
information_end_2,information,end,2,500,500,0,200,-0.006870426774024974,0.0174226760864257,0.8062272071838379,11,decoder_cross_attn,1.0,0.24629290609118404,0.6079507156438896,0.7430094010742712,0.7430094010742712
information_end_3,information,end,3,500,500,0,200,0.030210342109203325,0.04458665847778315,1.0960001945495603,11,decoder_cross_attn,1.0,0.25006451618701225,0.6084638151376826,0.7430089626906143,0.7430089626906143
information_end_4,information,end,4,500,500,0,200,0.10857361614704132,0.09022092819213859,1.555828094482422,11,decoder_cross_attn,1.0,0.4092987919851636,0.5830794973362824,0.7274307266863547,0.7274307266863547
information_end_5,information,end,5,500,500,0,200,0.18444656038284302,0.1281399726867675,2.0519018173217773,11,decoder_cross_attn,1.0,0.4074288665490965,0.6056054558420683,0.7464290294015066,0.7464290294015066
information_random_1,information,random,1,500,500,0,143,-0.05853353267908095,-0.040798664093017495,1.6515207290649414,11,encoder_mlp,1.0036662216653995,0.896808237296276,0.4801027110843886,0.6585607645497218,0.6585607645497218
information_random_2,information,random,2,500,500,0,148,-0.08000817406177521,-0.06845378875732415,2.9855823516845703,11,decoder_cross_attn,1.0,0.8165562905572249,0.5076705489775599,0.678606302971192,0.678606302971192
information_random_3,information,random,3,500,500,0,142,-0.13011508977413178,-0.0960779190063476,2.2574987411499023,11,decoder_cross_attn,1.0,0.7717859132948932,0.5286735725865253,0.6923931550641851,0.6923931550641851
information_random_4,information,random,4,500,500,0,150,-0.13718340510129928,-0.09534507989883415,3.993943214416504,11,decoder_cross_attn,1.0,0.7488821993494665,0.5479475444256063,0.70440024954523,0.70440024954523
information_random_5,information,random,5,500,499,1,142,-0.15961663702685752,-0.1238203048706054,4.374674081802368,11,decoder_cross_attn,1.0,0.7690395721925171,0.538257198187047,0.6965681229317292,0.6965681229317292
information_start_1,information,start,1,500,500,0,104,-0.11231685328483582,-0.06504917144775385,0.6615486145019531,11,decoder_cross_attn,1.0,0.5443770328231802,0.4640458957462211,0.6308907152676522,0.6308907152676522
information_start_2,information,start,2,500,500,0,131,-0.09753459578752517,-0.0770959854125976,3.5164809226989746,11,decoder_cross_attn,1.0,0.5563004712678755,0.5802887364829984,0.7205805708827879,0.7205805708827879
information_start_3,information,start,3,500,500,0,200,0.08948928022384643,0.0067815780639648,5.994502425193787,11,decoder_cross_attn,1.0,0.4799731224976278,0.5637308118287637,0.716264080245102,0.716264080245102
information_start_4,information,start,4,500,500,0,200,0.24359105414152146,0.09242773056030265,6.115758180618286,11,decoder_cross_attn,1.0,0.47057733555532333,0.5689720997346405,0.7223638521548857,0.7223638521548857
information_start_5,information,start,5,500,500,0,200,0.38111829096078875,0.16423988342285156,5.988121628761292,11,decoder_cross_attn,1.0,0.5084110199840204,0.5794767705026711,0.7324709318019607,0.7324709318019607
relevance_end_1,relevance,end,1,500,500,0,200,-0.0013947769999504071,-4.154443740845e-05,0.4381065368652344,11,decoder_cross_attn,1.0,0.6495403180202963,0.4010450832020001,0.5987051104966796,0.5987051104966796
relevance_end_2,relevance,end,2,500,500,0,200,-0.036208159923553467,-0.0193700790405273,0.5863380432128906,11,decoder_cross_attn,1.0,0.45656563582783016,0.37817871480643866,0.5827533070665868,0.5827533070665868
relevance_end_3,relevance,end,3,500,500,0,183,-0.05857409566640854,-0.0335359573364257,1.1335163116455078,11,decoder_cross_attn,1.0,0.3736447349212798,0.3445573306760306,0.5542853666031289,0.5542853666031289
relevance_end_4,relevance,end,4,500,500,0,179,-0.06688546282052994,-0.038654804229736245,1.3405466079711914,11,decoder_cross_attn,1.0,0.3405819156238418,0.34579614772942807,0.5536997157977401,0.5536997157977401
relevance_end_5,relevance,end,5,500,500,0,186,-0.06425274097919464,-0.036086082458496,1.4420957565307615,11,decoder_cross_attn,1.0,0.3194832160631508,0.37862589951443343,0.578602111239615,0.578602111239615
relevance_random_1,relevance,random,1,500,500,0,125,-0.08963971692323683,-0.050471782684326144,0.6133303642272949,10,encoder_mlp,1.0060994662985967,0.9462882908934036,0.4651919808938616,0.6460973721169965,0.6460973721169965
relevance_random_2,relevance,random,2,500,500,0,110,-0.12141584432125091,-0.06602668762207024,1.414504051208496,10,encoder_mlp,1.0245856127065909,0.9607834566281872,0.44676869286984966,0.6233669408448882,0.6233669408448882
relevance_random_3,relevance,random,3,500,500,0,125,-0.16965898865461349,-0.08141708374023435,1.8598833084106443,11,decoder_cross_attn,1.0,0.9110176607222942,0.4303863019772874,0.6088272133589977,0.6088272133589977
relevance_random_4,relevance,random,4,500,500,0,129,-0.21400887340307237,-0.10742330551147455,1.328144073486328,11,decoder_cross_attn,1.0,0.7982635595980536,0.4269517711777253,0.6066603053259758,0.6066603053259758
relevance_random_5,relevance,random,5,500,499,1,132,-0.2618864505945561,-0.1165151596069336,1.6072931289672852,11,decoder_cross_attn,1.0,0.944052806975588,0.4137516272584363,0.6064592497847967,0.6064592497847967
relevance_start_1,relevance,start,1,500,500,0,117,-0.17424737268686294,-0.08450031280517575,0.8055057525634766,11,decoder_cross_attn,1.0,0.9635382553891165,0.3805128385643446,0.573652787537651,0.573652787537651
relevance_start_2,relevance,start,2,500,500,0,156,-0.14686408358812333,-0.06806468963623044,1.785776138305664,10,encoder_mlp,1.0559033584416675,0.9797426669728698,0.45625694193616484,0.6343232221020407,0.6343232221020407
relevance_start_3,relevance,start,3,500,500,0,200,-0.1148105880022049,-0.04970854520797725,2.518667221069336,11,decoder_cross_attn,1.0,0.9222137454761065,0.4452984728119856,0.6297546292837102,0.6297546292837102
relevance_start_4,relevance,start,4,500,500,0,200,-0.07808224844932556,-0.028515338897705002,2.902484893798828,11,decoder_cross_attn,1.0,0.860831085575309,0.4362140496927154,0.6203432949719044,0.6203432949719044
relevance_start_5,relevance,start,5,500,500,0,200,-0.04799146658182144,-0.0049090385437011,2.9438371658325195,10,encoder_mlp,1.0481078631925456,0.9882413614848814,0.44965820431581577,0.6344879511556845,0.6344879511556845
relevant_end_1,relevant,end,1,500,500,0,195,-0.032685236096382124,-0.01516914367675775,0.4785442352294922,11,decoder_cross_attn,1.0,0.3467517581837159,0.4238549347420863,0.61293635689201,0.61293635689201
relevant_end_2,relevant,end,2,500,500,0,200,-0.048080687165260316,-0.01530551910400385,0.630340576171875,11,decoder_cross_attn,1.0,0.25785637215823176,0.4457449133917237,0.6299143098918989,0.6299143098918989
relevant_end_3,relevant,end,3,500,500,0,200,-0.0035738007426261956,0.00857734680175775,1.1052217483520508,11,decoder_cross_attn,1.0,0.25856961222985914,0.4984988067862691,0.664277507379584,0.664277507379584
relevant_end_4,relevant,end,4,500,500,0,200,0.0510981514453888,0.03954076766967765,1.4791412353515625,11,decoder_cross_attn,1.0,0.3857071856755761,0.5022022078387474,0.6726339884971734,0.6726339884971734
relevant_end_5,relevant,end,5,500,500,0,200,0.08885572463274002,0.0600147247314453,1.5667390823364258,11,decoder_cross_attn,1.0,0.47345604643413275,0.5095190688654482,0.6776684335419074,0.6776684335419074
relevant_random_1,relevant,random,1,500,500,0,98,-0.10108982133865355,-0.06948423385620114,2.850414276123047,11,decoder_cross_attn,1.0,0.7137579534708574,0.47878428624861163,0.6665456053975248,0.6665456053975248
relevant_random_2,relevant,random,2,500,500,0,116,-0.136927215218544,-0.0982732772827148,2.15335750579834,11,decoder_cross_attn,1.0,0.8489874937548947,0.49889087506469154,0.6713909866345971,0.6713909866345971
relevant_random_3,relevant,random,3,500,500,0,124,-0.17974348840117454,-0.12220335006713864,3.2177982330322266,11,decoder_cross_attn,1.0,0.7864313074025077,0.5356966732102005,0.6947644332269751,0.6947644332269751
relevant_random_4,relevant,random,4,500,499,1,121,-0.2189914773485226,-0.1488265991210937,1.973703384399414,11,decoder_cross_attn,1.0,0.7659231636420258,0.5297937460483846,0.6916036589404309,0.6916036589404309
relevant_random_5,relevant,random,5,500,500,0,108,-0.28702817898988725,-0.17654323577880854,2.538043975830078,11,decoder_cross_attn,1.0,0.83025079254389,0.5306564130787098,0.6939919754509414,0.6939919754509414
relevant_start_1,relevant,start,1,500,500,0,133,-0.10489301663637161,-0.0562796592712402,0.4339609146118164,11,decoder_cross_attn,1.0,0.4503650260689783,0.4345595094186935,0.6108912312024987,0.6108912312024987
relevant_start_2,relevant,start,2,500,500,0,193,-0.058180253863334655,-0.03263616561889645,2.994540214538574,11,decoder_cross_attn,1.0,0.5742024552992271,0.4927738710601793,0.6657268739632953,0.6657268739632953
relevant_start_3,relevant,start,3,500,500,0,200,0.15981095445156096,0.04848098754882805,6.052419900894165,11,decoder_cross_attn,1.0,0.5503295386622394,0.5365686891885738,0.7049651374271564,0.7049651374271564
relevant_start_4,relevant,start,4,500,500,0,200,0.285626137137413,0.1265602111816406,6.286278605461121,11,decoder_cross_attn,1.0,0.57161038071718,0.5434751498106001,0.7103376220644098,0.7103376220644098
relevant_start_5,relevant,start,5,500,500,0,200,0.3635417832136154,0.1744642257690429,5.911318302154541,11,decoder_cross_attn,1.0,0.5791669507021027,0.54888487098538,0.7146526947419926,0.7146526947419926
true_end_1,true,end,1,500,500,0,98,-0.0693842132091522,-0.03866052627563475,0.2943811416625976,11,encoder_mlp,1.0042466386641222,0.4207099495297505,0.4646073822185801,0.6565632768604142,0.6565632768604142
true_end_2,true,end,2,500,500,0,87,-0.08371478366851803,-0.05292844772338865,0.2052602767944336,11,decoder_cross_attn,1.0,0.21403552693490682,0.34273377809959915,0.5618795585802059,0.5618795585802059
true_end_3,true,end,3,500,500,0,82,-0.10415928477048872,-0.0661077499389648,0.2691068649291992,11,decoder_cross_attn,1.0,0.18059057823527175,0.36022089315185324,0.5824152314965163,0.5824152314965163
true_end_4,true,end,4,500,500,0,100,-0.10722734224796295,-0.06819581985473624,0.2771739959716797,11,decoder_cross_attn,1.0,0.18670604464456403,0.3162827655798355,0.5491920582417795,0.5491920582417795
true_end_5,true,end,5,500,500,0,110,-0.10439090973138809,-0.0622520446777343,0.2936849594116211,11,decoder_cross_attn,1.0,0.19768237060390115,0.37319795376435616,0.5870013153378284,0.5870013153378284
true_random_1,true,random,1,500,500,0,138,-0.03937521046400068,-0.02716636657714835,0.8194332122802734,11,decoder_cross_attn,1.0,0.9090956726800548,0.46083839792907777,0.6436107722293132,0.6436107722293132
true_random_2,true,random,2,500,500,0,137,-0.07778620320558548,-0.0510778427124023,2.2927417755126958,10,encoder_mlp,1.0045650827832848,0.9409810043734531,0.4799234597789406,0.6525327054429408,0.6525327054429408
true_random_3,true,random,3,500,500,0,124,-0.14251986384391785,-0.07399272918701169,1.5461463928222656,10,encoder_mlp,1.0511852699614763,0.9138306248715333,0.4790633659421443,0.6497523172301527,0.6497523172301527
true_random_4,true,random,4,500,499,1,105,-0.21268102681947376,-0.1087188720703125,1.3305673599243164,10,encoder_mlp,1.031417239517903,0.9381717382809357,0.4926482258596677,0.653525825948397,0.653525825948397
true_random_5,true,random,5,500,497,3,93,-0.29758957903869676,-0.1322593688964843,0.8404960632324219,11,decoder_cross_attn,1.0,0.8658886837896698,0.4932748045071324,0.6577431154773044,0.6577431154773044
true_start_1,true,start,1,500,500,0,129,-0.14322614824771882,-0.0674390792846679,1.7405376434326172,11,decoder_cross_attn,1.0,0.9390941532522448,0.4509810949845905,0.633002442861389,0.633002442861389
true_start_2,true,start,2,500,500,0,113,-0.16476043093204498,-0.0780925750732421,1.0396461486816406,9,encoder_mlp,1.0829629375774938,0.8926763038493015,0.4111515508751425,0.6115056113879399,0.6115056113879399
true_start_3,true,start,3,500,500,0,126,-0.16036523932218552,-0.0851144790649414,1.108734130859375,9,encoder_mlp,1.1289589008681489,1.009396424016356,0.43563130664461136,0.6243469112423221,0.6243469112423221
true_start_4,true,start,4,500,500,0,149,-0.1350489327311516,-0.0711317062377929,1.2409088015556335,10,encoder_mlp,1.075201758184032,1.0136158059071683,0.4629059768686194,0.6410523991319259,0.6410523991319259
true_start_5,true,start,5,500,500,0,178,-0.10917596417665482,-0.051502704620361245,1.473200261592865,10,encoder_mlp,1.0031644787588558,0.9401302644723788,0.468891831609113,0.6464599689401627,0.6464599689401627
