qid,docid,layer,component,direction,control_score,attack_score,patched_score,effect
207786,4393132,0,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.312310218811035,1.1776179929288206
207786,4393132,0,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.783048629760742,1.5722276937879827
207786,4393132,0,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.312310218811035,1.1776179929288206
207786,4393132,0,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.783048629760742,1.5722276937879827
207786,4393132,1,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.335943222045898,1.1495000703487026
207786,4393132,1,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.754332542419434,1.5380620520943489
207786,4393132,1,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.335943222045898,1.1495000703487026
207786,4393132,1,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.754332542419434,1.5380620520943489
207786,4393132,2,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.405380249023438,1.066885731013793
207786,4393132,2,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.63315200805664,1.3938846553594364
207786,4393132,2,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.405380249023438,1.066885731013793
207786,4393132,2,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.63315200805664,1.3938846553594364
207786,4393132,3,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.214221954345703,1.2943208173157659
207786,4393132,3,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.690736770629883,1.4623974837857587
207786,4393132,3,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.214221954345703,1.2943208173157659
207786,4393132,3,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.690736770629883,1.4623974837857587
207786,4393132,4,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.210914611816406,1.2982558060372802
207786,4393132,4,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.509937286376953,1.2472870363226236
207786,4393132,4,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.210914611816406,1.2982558060372802
207786,4393132,4,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.509937286376953,1.2472870363226236
207786,4393132,5,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.049663543701172,1.4901080646844975
207786,4393132,5,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.539402961730957,1.2823445180206143
207786,4393132,5,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.049663543701172,1.4901080646844975
207786,4393132,5,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.539402961730957,1.2823445180206143
207786,4393132,6,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.123031616210938,1.4028166712809365
207786,4393132,6,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.582199096679688,1.3332622281930369
207786,4393132,6,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.123031616210938,1.4028166712809365
207786,4393132,6,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.582199096679688,1.3332622281930369
207786,4393132,7,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-7.850869178771973,1.726628345534673
207786,4393132,7,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.446760177612305,1.1721205822149403
207786,4393132,7,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-7.850869178771973,1.726628345534673
207786,4393132,7,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.446760177612305,1.1721205822149403
207786,4393132,8,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-7.558586120605469,2.074379002500783
207786,4393132,8,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.273368835449219,0.9658241463979195
207786,4393132,8,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-7.558586120605469,2.074379002500783
207786,4393132,8,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.273368835449219,0.9658241463979195
207786,4393132,9,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-7.190829277038574,2.5119263744094114
207786,4393132,9,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.353225708007812,1.0608357425872892
207786,4393132,9,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-7.190829277038574,2.5119263744094114
207786,4393132,9,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.353225708007812,1.0608357425872892
207786,4393132,10,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-7.871801376342773,1.701723770145826
207786,4393132,10,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.289704322814941,0.9852596774852381
207786,4393132,10,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-7.871801376342773,1.701723770145826
207786,4393132,10,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.289704322814941,0.9852596774852381
207786,4393132,11,encoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-8.456769943237305,1.0057436311730987
207786,4393132,11,encoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-9.31792163848877,1.0188318938324612
207786,4393132,11,encoder_mlp,forward,-9.302093505859375,-8.461597442626953,-8.456769943237305,1.0057436311730987
207786,4393132,11,encoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-9.31792163848877,1.0188318938324612
207786,4393132,0,decoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-9.302093505859375,0.0
207786,4393132,0,decoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-8.461597442626953,0.0
207786,4393132,0,decoder_cross_attn,forward,-9.302093505859375,-8.461597442626953,-9.315143585205078,-0.015526639465168315
207786,4393132,0,decoder_cross_attn,reverse,-9.302093505859375,-8.461597442626953,-8.448324203491211,-0.015792149084786072
207786,4393132,0,decoder_mlp,forward,-9.302093505859375,-8.461597442626953,-9.315143585205078,-0.015526639465168315
207786,4393132,0,decoder_mlp,reverse,-9.302093505859375,-8.461597442626953,-8.448324203491211,-0.015792149084786072
207786,4393132,1,decoder_self_attn,forward,-9.302093505859375,-8.461597442626953,-9.315143585205078,-0.015526639465168315
207786,4393132,1,decoder_self_attn,reverse,-9.302093505859375,-8.461597442626953,-8.448324203491211,-0.015792149084786072
207786,4393132,1,decoder_cross_attn,forward,-9.302093505859375,-8.461597442626953,-9.332398414611816,-0.03605597941279257
207786,4393132,1,decoder_cross_attn,reverse,-9.302093505859375,-8.461597442626953,-8.432528495788574,-0.034585464596448075
