layer,component,direction,mean_effect,std_effect,n
0,decoder_cross_attn,forward,0.03256969321825854,0.05969283572229499,
0,decoder_cross_attn,reverse,0.03150148714399809,0.057875861953282266,
0,decoder_mlp,forward,0.03256969321825854,0.05969283572229499,
0,decoder_mlp,reverse,0.03150148714399809,0.057875861953282266,
0,decoder_self_attn,forward,0.0,0.0,
0,decoder_self_attn,reverse,0.0,0.0,
0,encoder_mlp,forward,-0.029413333575040147,0.1310570331985801,
0,encoder_mlp,reverse,-0.7276120990192754,1.531766324759676,
0,encoder_self_attn,forward,-0.029413333575040147,0.1310570331985801,
0,encoder_self_attn,reverse,-0.7276120990192754,1.531766324759676,
1,decoder_cross_attn,forward,0.04291772364168403,0.06570695349377283,
1,decoder_cross_attn,reverse,0.04214952449426342,0.06293402284835231,
1,decoder_mlp,forward,0.04291772364168403,0.06570695349377283,
1,decoder_mlp,reverse,0.04214952449426342,0.06293402284835231,
1,decoder_self_attn,forward,0.03256969321825854,0.05969283572229499,
1,decoder_self_attn,reverse,0.03150148714399809,0.057875861953282266,
1,encoder_mlp,forward,-0.10596059814018115,0.2230296955811989,
1,encoder_mlp,reverse,-0.8633694932614466,1.6227313792806768,
1,encoder_self_attn,forward,-0.10596059814018115,0.2230296955811989,
1,encoder_self_attn,reverse,-0.8633694932614466,1.6227313792806768,
2,decoder_cross_attn,forward,0.1150865398783446,0.10526257090523271,
2,decoder_cross_attn,reverse,0.1135832757009338,0.10339885775046632,
2,decoder_mlp,forward,0.1150865398783446,0.10526257090523271,
2,decoder_mlp,reverse,0.1135832757009338,0.10339885775046632,
2,decoder_self_attn,forward,0.04291772364168403,0.06570695349377283,
2,decoder_self_attn,reverse,0.04214952449426342,0.06293402284835231,
2,encoder_mlp,forward,-0.09829734535120821,0.29610107958378323,
2,encoder_mlp,reverse,-0.862361953038529,1.653061364151448,
2,encoder_self_attn,forward,-0.09829734535120821,0.29610107958378323,
2,encoder_self_attn,reverse,-0.862361953038529,1.653061364151448,
3,decoder_cross_attn,forward,0.12388846195958915,0.11737456296174961,
3,decoder_cross_attn,reverse,0.12161690112500294,0.11511816524165243,
3,decoder_mlp,forward,0.12388846195958915,0.11737456296174961,
3,decoder_mlp,reverse,0.12161690112500294,0.11511816524165243,
3,decoder_self_attn,forward,0.1150865398783446,0.10526257090523271,
3,decoder_self_attn,reverse,0.1135832757009338,0.10339885775046632,
3,encoder_mlp,forward,-0.05821589052918793,0.3310492300559098,
3,encoder_mlp,reverse,-0.8746582588150442,1.6924347719654094,
3,encoder_self_attn,forward,-0.05821589052918793,0.3310492300559098,
3,encoder_self_attn,reverse,-0.8746582588150442,1.6924347719654094,
4,decoder_cross_attn,forward,0.13085673663912403,0.12612405585009012,
4,decoder_cross_attn,reverse,0.12814651304472766,0.1249963688383965,
4,decoder_mlp,forward,0.13085673663912403,0.12612405585009012,
4,decoder_mlp,reverse,0.12814651304472766,0.1249963688383965,
4,decoder_self_attn,forward,0.12388846195958915,0.11737456296174961,
4,decoder_self_attn,reverse,0.12161690112500294,0.11511816524165243,
4,encoder_mlp,forward,-0.012474467378789628,0.4086461211609797,
4,encoder_mlp,reverse,-0.9455318287594404,1.7731961162676169,
4,encoder_self_attn,forward,-0.012474467378789628,0.4086461211609797,
4,encoder_self_attn,reverse,-0.9455318287594404,1.7731961162676169,
5,decoder_cross_attn,forward,0.1660444117889997,0.1399443851752701,
5,decoder_cross_attn,reverse,0.1604585866900635,0.13824312818280607,
5,decoder_mlp,forward,0.1660444117889997,0.1399443851752701,
5,decoder_mlp,reverse,0.1604585866900635,0.13824312818280607,
5,decoder_self_attn,forward,0.13085673663912403,0.12612405585009012,
5,decoder_self_attn,reverse,0.12814651304472766,0.1249963688383965,
5,encoder_mlp,forward,0.11493122991304766,0.4584839675288849,
5,encoder_mlp,reverse,-0.5883482016050958,1.2843510254155102,
5,encoder_self_attn,forward,0.11493122991304766,0.4584839675288849,
5,encoder_self_attn,reverse,-0.5883482016050958,1.2843510254155102,
6,decoder_cross_attn,forward,0.2390742922796005,0.12289032828398408,
6,decoder_cross_attn,reverse,0.2311621582858884,0.12281060992241057,
6,decoder_mlp,forward,0.2390742922796005,0.12289032828398408,
6,decoder_mlp,reverse,0.2311621582858884,0.12281060992241057,
6,decoder_self_attn,forward,0.1660444117889997,0.1399443851752701,
6,decoder_self_attn,reverse,0.1604585866900635,0.13824312818280607,
6,encoder_mlp,forward,0.21327350818691349,0.45418199699616824,
6,encoder_mlp,reverse,-0.5355228726626415,1.2155380590754152,
6,encoder_self_attn,forward,0.21327350818691349,0.45418199699616824,
6,encoder_self_attn,reverse,-0.5355228726626415,1.2155380590754152,
7,decoder_cross_attn,forward,0.3192664122314298,0.13957563986599617,
7,decoder_cross_attn,reverse,0.3115005047118984,0.1384707621438417,
7,decoder_mlp,forward,0.3192664122314298,0.13957563986599617,
7,decoder_mlp,reverse,0.3115005047118984,0.1384707621438417,
7,decoder_self_attn,forward,0.2390742922796005,0.12289032828398408,
7,decoder_self_attn,reverse,0.2311621582858884,0.12281060992241057,
7,encoder_mlp,forward,0.2587473922760373,0.5688438573385247,
7,encoder_mlp,reverse,-0.3375866405872893,1.0862691399386075,
7,encoder_self_attn,forward,0.2587473922760373,0.5688438573385247,
7,encoder_self_attn,reverse,-0.3375866405872893,1.0862691399386075,
8,decoder_cross_attn,forward,0.512544785234552,0.16222053129979744,
8,decoder_cross_attn,reverse,0.49981843035757645,0.1599824504366472,
8,decoder_mlp,forward,0.512544785234552,0.16222053129979744,
8,decoder_mlp,reverse,0.49981843035757645,0.1599824504366472,
8,decoder_self_attn,forward,0.3192664122314298,0.13957563986599617,
8,decoder_self_attn,reverse,0.3115005047118984,0.1384707621438417,
8,encoder_mlp,forward,0.368622357134076,0.5523781907751003,
8,encoder_mlp,reverse,-0.42944471732198936,1.265783328796181,
8,encoder_self_attn,forward,0.368622357134076,0.5523781907751003,
8,encoder_self_attn,reverse,-0.42944471732198936,1.265783328796181,
9,decoder_cross_attn,forward,0.5998163697235389,0.1924098257288408,
